,date,sigma,std_sigma,precip,LAI,rzsm,psi_rz,ssm,psi_s,lc_type,B1,B2,B3,B4,B5,B6,B7,B1_filt,B2_filt,B3_filt,B4_filt,B5_filt,B6_filt,B7_filt
2019,2018-01-24 13:31:00,-12.802488,7.4230003,0.0,0.0,17.96,5.220709167909556,25.319999999999997,0.7086402910191786,11,0.45035000000000003,0.4497000000000001,0.43554999999999994,0.42505000000000004,0.38995,0.0869,0.0685,0.7415291614906723,0.7223724223602378,0.6655776086956423,0.6558525879917086,0.5745173706004055,0.0560069565217383,0.061241283643891434
2019,2018-01-31 13:23:00,-13.163088,7.604948,0.0,0.0,18.0,5.153609483256348,24.619999999999997,0.8341102748707075,11,0.78895,0.76665,0.7070000000000001,0.6942250000000001,0.6167,0.089575,0.0928,0.7704505175983323,0.7507375983436744,0.6916095238095136,0.6798080020703833,0.5864708281573412,0.049343612836438205,0.05914231884057884
2019,2018-02-12 13:23:00,-15.173762,8.783091,0.0,0.0,17.859999999999996,5.392987451253518,23.38,1.1264856880214802,11,1.12755,1.0836000000000001,0.97845,0.9634,0.84345,0.09225,0.11709999999999998,0.7756895962732804,0.7552405175983327,0.696583405797091,0.6844168115941928,0.5866990683229727,0.049785320910972354,0.061204782608694754
2019,2018-02-17 13:31:00,-15.055767,8.823214,0.0,0.0,17.939999999999998,5.25464270706933,23.439999999999998,1.1098220405282473,11,1.12755,1.0836000000000001,0.97845,0.9634,0.84345,0.09225,0.11709999999999998,0.7756895962732804,0.7552405175983327,0.696583405797091,0.6844168115941928,0.5866990683229727,0.049785320910972354,0.061204782608694754
2019,2018-02-24 13:23:00,-13.391907,7.8211155,0.0,0.0,18.040000000000003,5.087518287851672,22.5,1.4080236673609696,11,1.01735,0.9712000000000002,0.8671500000000001,0.8449333333333333,0.7214833333333334,0.06795,0.08823333333333332,0.760234824016552,0.7406690269151028,0.6848722567287684,0.6730297204968845,0.5776502277432627,0.05886839544513371,0.06845774327122052
2019,2018-03-01 13:31:00,-13.110352,7.6709332,0.0,0.0,17.880000000000003,5.358005100855498,22.48,1.4153232885139813,11,0.90715,0.8588000000000001,0.75585,0.7264666666666667,0.5995166666666667,0.04365,0.05936666666666666,0.7226001552794924,0.7048108695652071,0.6544872981366363,0.6435725051759739,0.5580162318840497,0.07523621118012311,0.07972207039337356
2019,2018-03-08 13:23:00,-15.261467,8.902185,0.0,0.0,17.96,5.220709167909556,22.5,1.4080236673609696,11,0.79695,0.7464000000000002,0.6445500000000001,0.608,0.47755000000000003,0.01935,0.030500000000000003,0.6625236438923297,0.6474366459627234,0.6052504761904673,0.5958211697722479,0.5270347619047541,0.09837073498964659,0.09465391304347687
2019,2018-03-13 13:31:00,-12.517515,7.2403493,0.0,0.0,17.919999999999998,5.2888350281223815,22.94,1.258065395162468,11,0.79695,0.7464000000000002,0.6445500000000001,0.608,0.47755000000000003,0.01935,0.030500000000000003,0.6625236438923297,0.6474366459627234,0.6052504761904673,0.5958211697722479,0.5270347619047541,0.09837073498964659,0.09465391304347687
2019,2018-03-25 13:31:00,-9.735727,5.6215563,0.0,0.0,18.2,4.83289652611789,32.67999999999999,0.16071324151514738,11,0.5101500000000001,0.51305,0.51395,0.50495,0.42174999999999996,0.08850000000000001,0.07125000000000001,0.5785509213250433,0.5671241614906749,0.5360301138716277,0.5282889026915036,0.48207142857142143,0.1246968737060023,0.11009904761904599
2019,2018-04-01 13:23:00,-14.1699505,8.226328,0.0,0.0,32.64000000000001,0.1618618428537755,38.019999999999996,0.06665792653866685,11,0.7994000000000001,0.79325,0.75565,0.7569500000000001,0.6973,0.07365,0.07705000000000001,0.5205981366459551,0.5119254037267006,0.4884398757763903,0.48233943064181484,0.45496309523808853,0.13643723602484273,0.11526135610765875
2019,2018-04-06 13:31:00,-10.494056,6.071007,0.0,0.0,30.439999999999998,0.24286310255541524,35.04,0.10714476846646988,11,0.7994000000000001,0.79325,0.75565,0.7569500000000001,0.6973,0.07365,0.07705000000000001,0.5205981366459551,0.5119254037267006,0.4884398757763903,0.48233943064181484,0.45496309523808853,0.13643723602484273,0.11526135610765875
2019,2018-04-18 13:31:00,-9.85558,5.692888,0.0,0.2,30.6,0.2355715184842039,38.38,0.06310345036497803,11,0.08015,0.11874999999999998,0.1904,0.21035,0.24339999999999998,0.21275000000000002,0.16435000000000002,0.3853504554865367,0.3831678260869509,0.3767172256728723,0.37431514492753065,0.3926311490683172,0.16399696687370358,0.12802379917184076
2019,2018-04-25 13:23:00,-11.835254,6.979342,0.0,0.2,30.4,0.2447271209183683,36.38,0.08613897557573219,11,0.06265000000000001,0.07720000000000002,0.10145,0.1196,0.18614999999999998,0.26475000000000004,0.20600000000000004,0.3081718819875731,0.3098929316770141,0.31352583229813197,0.3134771511387118,0.35735156107659927,0.18140735403726438,0.13671794616977026
2019,2018-04-30 13:31:00,-12.561888,7.2541127,0.0,0.30000000000000004,30.060000000000002,0.26126700805938324,35.239999999999995,0.10365689850471405,11,0.06265000000000001,0.07720000000000002,0.10145,0.1196,0.18614999999999998,0.26475000000000004,0.20600000000000004,0.3081718819875731,0.3098929316770141,0.31352583229813197,0.3134771511387118,0.35735156107659927,0.18140735403726438,0.13671794616977026
2019,2018-05-07 13:23:00,-14.313585,8.322488,0.0,0.30000000000000004,30.1,0.2592546034931135,32.1,0.17834978253469175,11,0.06036666666666667,0.07248333333333334,0.09778333333333333,0.10978333333333333,0.21159999999999998,0.2608166666666667,0.19260000000000002,0.22432966873705676,0.2304050310558972,0.24495258799171482,0.24700638716355744,0.31756777432711747,0.19870613871635318,0.14427692546583637
2019,2018-05-24 13:31:00,-15.117236,8.841307,0.0,0.7000000000000001,29.4,0.2972677119699007,27.02,0.4856526606454906,11,0.05808333333333334,0.06776666666666667,0.09411666666666667,0.09996666666666666,0.23705,0.25688333333333335,0.17920000000000003,0.1338525362318821,0.1449463354037246,0.17100831262939709,0.17638517598343426,0.27337204968943696,0.21773383022774007,0.153214078674946
